Date,stockid,price,dayreturn,yrHi,yrLo,qHi,qLo,mHi,mLo,sector,USID,Gap,DayDelta,MktDelta,SectorDelta,VixOpen,VixDelta
2/10/2017,12277,0.66,-0.083333333,0.317307692,1.015384615,0.519685039,1.015384615,0.776470588,1.015384615,XLV,226116,0.045454545,-0.028985507,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,12267,5.55,0.088235294,0.481352992,1.11,0.634285714,1.11,0.909836066,1.11,XLV,226119,0.009009009,-0.053571429,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,12225,20.74,-0.100607073,0.899392927,2.896648045,0.899392927,1.194012597,0.899392927,1.021171887,XLK,226130,0.046287416,-0.06958525,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,12198,0.81,0.08,0.710526316,1.227272727,0.84375,1.227272727,0.947368421,1.157142857,XLK,226138,-0.030864198,-0.050955414,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,12174,7.41,0.148837209,1,1.816176471,1,1.665168539,1,1.332733813,XLP,226145,0.009446694,-0.013368984,0.002812583,-0.001489795,11.36,0.047004608
2/10/2017,12104,10.87,1.853018373,1,77.64285714,1,57.21052632,1,57.21052632,XLY,226163,0.41674333,-0.363636364,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,12079,0.91,-0.116504854,0.39055794,1.784313725,0.883495146,1.784313725,0.883495146,1.784313725,XLV,226175,0.063736264,-0.070247934,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,12064,1.26,-0.2125,0.684782609,1.518072289,0.736842105,1,0.7875,1,XLK,226180,0,0.023809524,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,12034,0.66,0.134020619,0.056896552,1.197822142,0.19760479,1.197822142,0.942857143,1.197822142,XLV,226191,0,0.051515152,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,12030,11.96,0.272340426,0.711058264,1.633879781,1,1.513924051,1,1.418742586,XLU,226194,-0.001672241,0.013400335,0.002812583,0.004054267,11.36,0.047004608
2/10/2017,11923,21.5,0.091370503,0.811627029,1.655119323,1,1.54676259,1,1.43812709,XLV,226227,0,-0.046511628,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11706,13.93,0.203975799,1,1.95371669,1,1.365686275,1,1.292207792,XLB,226312,0.015793252,0.112367491,0.002812583,0.004397706,11.36,0.047004608
2/10/2017,11705,1.545,-0.117142857,0.385286783,1,0.605882353,1,0.753658537,1,XLV,226314,0.067961165,0.03030303,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11693,27.049999,0.127083292,0.477409089,1.246543675,1,1.246543675,1,1.246543675,XLK,226322,-0.001848392,-0.018518519,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,11687,59.830002,0.12272473,0.946078433,1.150798225,0.946078433,1.150798225,1,1.150798225,XLY,226323,-0.008858482,-0.020741973,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,11609,45.490002,-0.106111163,0.813920251,1.520896088,0.813920251,1,0.816989978,1,,226348,-0.004836271,-0.021868809,0.002812583,,11.36,0.047004608
2/10/2017,11604,14.85,-0.090630741,0.891891892,3.322147651,0.891891892,1.71875,0.891891892,1.363636364,XLV,226349,-0.01010101,-0.080952381,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11601,0.088,-0.12,0.200913242,1.466666667,0.391111111,1.466666667,0.88,1.313432836,XLV,226353,0.045454545,0.086956522,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11536,0.9,0.084337349,0.642857143,1.428571429,0.947368421,1.428571429,0.957446809,1.285714286,XLV,226371,-0.033333333,0.045977011,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11484,9.5,0.199494949,0.826086957,1.25,0.881261596,1.25,0.908134978,1.199494949,XLY,226405,0,0,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,11458,14.54,-0.146713665,,,0.717670286,1.050578035,0.825667188,1.050578035,XLK,226421,-0.00343879,-0.011042098,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,11441,22.52,0.117617866,,,,,,,,226429,-0.000888099,0.029777778,0.002812583,,11.36,0.047004608
2/10/2017,11416,2.94,-0.106382979,,,0.662162162,1,0.757731959,1,XLY,226437,0.013605442,0.070469799,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,11384,3,0.111111111,0.480769231,1.111111111,0.821917808,1.111111111,0.952380952,1.111111111,XLV,226457,0,0,0.002812583,0.005143932,11.36,0.047004608
2/10/2017,11343,35.830002,-0.136418407,0.835198143,2.302699357,0.835198143,1.018766109,0.835198143,1,XLY,226470,-0.002511861,-0.005595999,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,11153,19.4,0.080779884,0.894009175,3.24958124,0.894009175,1.179331235,0.960395992,1.179331235,XLI,226485,-0.033505155,-0.021333333,0.002812583,0.006000908,11.36,0.047004608
2/10/2017,11117,27.780001,0.193298961,0.8156195,1.463645996,1,1.327281462,1,1.232475589,XLY,226494,0.00071987,-0.029136656,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,11052,3.1,4.081967213,1,5.254237288,1,5.254237288,1,5.254237288,XLK,226504,-0.009677419,0.016286645,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,11031,13.2,0.211009174,0.944206009,1.788617886,1,1.294117647,1,1.294117647,XLY,226505,0.003787879,-0.01509434,0.002812583,-0.001163715,11.36,0.047004608
2/10/2017,10800,7.08,-0.101522843,0.882793017,2.082352941,0.882793017,1.233449477,0.882793017,1.052005944,XLK,226528,0.002824859,0.029577465,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,10752,7.45,-0.091463415,0.82594235,2.271341463,0.851428571,1.392523364,0.851428571,1.120300752,XLK,226530,-0.006711409,0.013513514,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,10544,21.950001,-0.096707741,0.903292259,2.570257728,0.903292259,1.26149431,0.903292259,1.020930279,XLE,226561,-0.009111662,-0.02528731,0.002812583,0.003965555,11.36,0.047004608
2/10/2017,10500,30.08,0.142857143,,,1,1.443378119,1,1.242461844,XLF,226566,-0.001994681,0.024983344,0.002812583,0.005014584,11.36,0.047004608
2/10/2017,10443,98.290001,0.08993126,0.917312171,1.335280528,0.92135359,1.225561156,1,1.192695016,XLK,226575,-0.003560881,-0.00520729,0.002812583,0.002723186,11.36,0.047004608
2/10/2017,10358,13.11,0.087064677,0.946570397,2.222033898,0.946570397,1.448618785,0.946570397,1.161204606,XLE,226585,0.014492754,-0.067669173,0.002812583,0.003965555,11.36,0.047004608
2/10/2017,10248,34,0.076971809,1,1.398026316,1,1.257861589,1,1.131824197,XLF,226606,0.01,0.004368142,0.002812583,0.005014584,11.36,0.047004608
2/10/2017,10207,2.33,0.120192308,0.550827423,3.065789474,0.774086379,2.741176471,0.774086379,1.28021978,XLE,226614,-0.038626609,-0.013392857,0.002812583,0.003965555,11.36,0.047004608
2/10/2017,10003,9.52,0.106976744,0.883936862,1.724637681,1,1.246073298,1,1.233160622,XLK,226633,0.00210084,0.025157233,0.002812583,0.002723186,11.36,0.047004608
2/13/2017,12752,55.93,0.132186189,1,2.833333333,1,1.631563642,1,1.371169371,XLV,225956,0.001430324,-0.007141529,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12743,4.82,0.196029777,0.657571623,13.77142857,0.657571623,1.196029777,0.983673469,1.196029777,XLV,225964,0.012448133,0.192622951,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12741,15.5,-0.184210526,0.815789474,1550,0.815789474,83.78378378,0.815789474,83.78378378,XLP,225967,-0.032258065,0,0.004926642,0.002617293,11.17,0.009033424
2/13/2017,12731,324,0.090909091,0.716814159,32.23880597,0.716814159,10.28571429,0.716814159,1.481617022,XLF,225973,-0.012345679,-0.006875038,0.004926642,0.012484352,11.17,0.009033424
2/13/2017,12543,5.57,-0.088379705,0.398711525,1,0.566632757,1,0.646922184,1,XLY,226023,0.008976661,0.019572954,0.004926642,0.006177864,11.17,0.009033424
2/13/2017,12530,1.3,-0.084507042,0.498084291,2.363636364,0.634146341,1,0.634146341,1,XLK,226026,0.007692308,0.007633588,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,12521,12.3,-0.151724138,0.703661327,53.47826087,0.703661327,2.617021277,0.848275862,1.362126246,XLV,226031,,,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12484,52.990002,0.117461076,0.951688254,1.965504598,0.951688254,1.151706244,0.957189325,1.151706244,XLV,226038,0.000188677,0.025094377,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12463,0.69,0.112903226,0.31797235,2.464285714,0.784090909,2.464285714,0.784090909,1.38,XLE,226046,0,0.072463768,0.004926642,0.000407538,11.17,0.009033424
2/13/2017,12455,2.75,0.160337553,0.703324808,1.833333333,1,1.833333333,1,1.375,XLI,226052,-0.018181818,0.037037037,0.004926642,0.001838,11.17,0.009033424
2/13/2017,12446,1.34,-0.088435374,0.694300518,1.472527473,0.694300518,1.472527473,0.911564626,1.072,XLE,226057,-0.014925373,0.015151515,0.004926642,0.000407538,11.17,0.009033424
2/13/2017,12422,4.28,0.103092784,0.823076923,10.43899893,1,1.562043796,1,1.460750853,XLK,226062,0.002336449,-0.067599068,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,12418,11.84,0.26631016,,,1,2.272552783,1,1.986577181,XLV,226065,0.030405405,-0.007377049,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12367,2.5,-0.077490775,,,0.3125,1,0.517063082,1,XLV,226083,0,0,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12283,3.05,-0.089008363,0.554545455,1.12962963,0.59223301,1.051724138,0.824324324,1.051724138,XLV,226114,0,0,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12229,10.03,-0.075576037,0.879824561,2.428571429,0.879824561,1.223170732,0.879824561,1,XLB,226129,-0.027916251,-0.025641026,0.004926642,0.001525572,11.17,0.009033424
2/13/2017,12215,26.040001,0.081619934,,,0.997319035,1.880144477,0.997319035,1.122897795,XLV,226131,0.008064477,-0.028952381,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12198,0.745,-0.080246914,0.653508772,1.128787879,0.776041667,1.128787879,0.871345029,1.064285714,XLK,226139,0.073825503,-0.025,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,12180,0.56,0.076923077,0.259259259,1.333333333,0.708860759,1.191489362,0.788732394,1.098039216,XLV,226143,0,-0.035714286,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,12104,9.8,-0.098436063,0.901563937,70,0.901563937,51.57894737,0.901563937,51.57894737,XLY,226164,-0.043877551,-0.137673426,0.004926642,0.006177864,11.17,0.009033424
2/13/2017,12091,2.5,-0.090909091,0.850340136,1.269035533,0.877192982,1.219512195,0.905797101,1.086956522,XLF,226173,-0.04,0.041666667,0.004926642,0.012484352,11.17,0.009033424
2/13/2017,12054,11.06,0.088582677,0.620650954,1.091806515,0.906557377,1.091806515,1,1.091806515,XLU,226183,-0.002712477,-0.001813237,0.004926642,-0.005863344,11.17,0.009033424
2/13/2017,12040,11.3,-0.07755102,0.567553993,1.291428571,0.70846395,1.291428571,0.92244898,1.036697248,XLK,226189,-0.004424779,0.031111111,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,11972,17.75,-0.077922078,0.857487881,4.622395833,0.857487881,2.751937984,0.857487881,1,XLF,226214,-0.016901352,0.022922577,0.004926642,0.012484352,11.17,0.009033424
2/13/2017,11914,2.33,-0.117424242,0.569682152,13.70588235,0.569682152,13.70588235,0.603626943,1,XLI,226233,-0.266094421,-0.070175439,0.004926642,0.001838,11.17,0.009033424
2/13/2017,11913,2.36,0.082568807,0.710843373,1.303867403,1,1.235602094,1,1.235602094,XLV,226239,-0.004237288,0.029787234,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11890,23.15,-0.079522863,0.920477137,1.633733239,0.920477137,1.307909531,0.920477137,1.275482094,XLV,226247,-0.004319698,0.010845987,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11770,1.2,-0.111111111,0.072727273,1,0.6,1,0.75,1,XLV,226284,0,0.041666667,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11726,16.43,0.094603598,,,0.697664573,1.111637348,0.739091318,1.111637348,XLV,226301,0.001825867,0.048602737,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11720,4.6,-0.08,0.509413068,1.333333333,0.910891089,1.333333333,0.910891089,1.082352941,XLF,226307,0,0,0.004926642,0.012484352,11.17,0.009033424
2/13/2017,11706,15.74,0.129935391,1,2.207573633,1,1.543137255,1,1.460111317,XLB,226313,-0.072426938,0.046575342,0.004926642,0.001525572,11.17,0.009033424
2/13/2017,11705,1.7,0.100323625,0.42394015,1.100323625,0.666666667,1.100323625,0.829268293,1.100323625,XLV,226315,0,0,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11656,7.808,0.241335453,0.766843449,1.719823789,1,1.470433145,1,1.394285714,XLF,226332,0.063140369,-0.126611252,0.004926642,0.012484352,11.17,0.009033424
2/13/2017,11650,1.7,-0.081081081,0.133647799,1,0.693877551,1,0.829268293,1,XLV,226336,0,-0.029411765,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11637,1.54,0.184615385,0.380246914,2.329803328,1,2.274741507,1,2.010443864,XLV,226342,-0.045454545,-0.020408163,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11604,13.51,-0.09023569,0.811411411,3.022371365,0.811411411,1.563657407,0.811411411,1.214928058,XLV,226350,0.001480385,0.14781966,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11601,0.1,0.136363636,0.228310502,1.666666667,0.444444444,1.666666667,1,1.408450704,XLV,226354,-0.12,0,0.004926642,0.009000305,11.17,0.009033424
2/13/2017,11526,10.65,0.075757576,1,3.317757009,1,2.242105263,1,1.775,XLY,226390,0.018779343,-0.046082949,0.004926642,0.006177864,11.17,0.009033424
2/13/2017,11510,6.7,0.080645161,1,2.734693878,1,1.540229885,1,1.196428571,XLK,226394,0.014925373,0.014705882,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,11439,0.58,0.094339623,0.364779874,1.757575758,0.604166667,1.288888889,0.783783784,1.288888889,XLI,226430,0.034482759,-0.066666667,0.004926642,0.001838,11.17,0.009033424
2/13/2017,11416,3.19,0.085034014,,,0.7470726,1.085034014,0.824289406,1.085034014,XLY,226438,0.031347962,-0.103343465,0.004926642,0.006177864,11.17,0.009033424
2/13/2017,11386,3.89,0.164670659,1,3.851485149,1,1.776255708,1,1.776255708,XLB,226453,-0.01285347,-0.005208333,0.004926642,0.001525572,11.17,0.009033424
2/13/2017,11366,61.610001,0.099785809,,,0.789669359,1.124064949,0.911390574,1.124064949,XLK,226464,0.005843207,0.06035175,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,11231,34.900002,0.091990084,,,0.933404732,1.316981208,1,1.264951142,XLK,226479,-0.029799454,-0.006201979,0.004926642,0.004466867,11.17,0.009033424
2/13/2017,11199,12.18,-0.080060423,0.806088683,2.194594595,0.806088683,1.292993631,0.908955224,1.023529412,XLY,226483,-0.00410509,-0.013190437,0.004926642,0.006177864,11.17,0.009033424
2/13/2017,11094,3.96,0.106145251,0.602739726,1.115492958,0.818181818,1.115492958,0.860869565,1.115492958,XLI,226500,0.075757576,0.049295775,0.004926642,0.001838,11.17,0.009033424
2/13/2017,10707,23.23,-0.141537293,0.822592068,1.283425414,0.822592068,1.000861741,0.852477064,1,XLP,226533,0,-0.013775291,0.004926642,0.002617293,11.17,0.009033424
2/13/2017,10655,2.27,0.152284264,0.856603774,3.388059701,0.856603774,2.161904762,0.97008547,1.268156425,XLI,226535,0,-0.026431718,0.004926642,0.001838,11.17,0.009033424
2/13/2017,10345,6.02,0.078853047,0.562616822,1.146666667,0.794195251,1.146666667,0.942097027,1.146666667,XLI,226587,-0.003322259,0.015,0.004926642,0.001838,11.17,0.009033424
2/13/2017,10336,8.2,0.086092715,1,2.034739454,1,1.438596491,1,1.242424242,XLI,226589,-0.030487805,0.037735849,0.004926642,0.001838,11.17,0.009033424
2/13/2017,10264,32.139999,0.14255244,1,8.710026829,1,1.569335889,1,1.324814468,XLI,226602,-0.004355912,0.0021875,0.004926642,0.001838,11.17,0.009033424
2/13/2017,10070,5.6,-0.08045977,0.40433213,1.009009009,0.680437424,1.009009009,0.89456869,1,XLY,226622,0.021428571,0.017482517,0.004926642,0.006177864,11.17,0.009033424
2/14/2017,12750,4.32,1.107317073,0.563233377,3.272727273,1,3.272727273,1,2.88,XLF,225957,-0.131944444,-0.101333333,0.005852902,0.002862945,10.84,0.009310987
2/14/2017,12743,5.82,0.20746888,0.793997271,16.62857143,0.793997271,1.444168734,1,1.444168734,XLV,225965,0.012027491,-0.056027165,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12644,0.72,0.161290323,0.558139535,3.130434783,1,1.674418605,1,1.469387755,XLV,225998,-0.027777778,-0.028571429,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12487,4.05,0.08,0.54,1.5,0.89010989,1.5,0.920454545,1.157142857,XLV,226037,0,0.037037037,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12460,10.35,0.156424581,0.809225958,1.515373353,1,1.210526316,1,1.210526316,XLY,226050,0,-0.106280193,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,12316,0.3443,-0.139034759,,,0.347777778,1.151890264,0.628858447,1.151890264,XLV,226095,0.336044148,0.064782609,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12302,2.352,-0.115789474,0.482956879,1,0.635675676,1,0.635675676,1,XLV,226104,0.12670068,-0.028301887,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12293,4.79,0.124413146,,,0.164831389,1.179802956,0.205932932,1.179802956,XLV,226109,0.016701461,0.32238193,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,12178,20.299999,0.094339628,,,1,1.509293606,1,1.172732535,XLE,226144,-0.003940887,-0.019782345,0.005852902,-0.000953145,10.84,0.009310987
2/14/2017,12158,94.349998,-0.086640898,0.860465082,1.976744144,0.860465082,1,0.860465082,1,XLK,226147,-0.002119724,0.015400913,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,12145,2.2,0.271676301,0.969162996,1.803278689,1,1.803278689,1,1.294117647,XLK,226148,-0.009090909,-0.04587156,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,12111,3.75,-0.080882353,0.367647059,2.314814815,0.605815832,1,0.801282051,1,XLK,226159,-0.04,0.055555556,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,12104,8.08,-0.175510204,0.743330267,57.71428571,0.743330267,42.52631579,0.743330267,42.52631579,XLY,226165,-0.011138614,0.023779725,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,12034,0.63,-0.09221902,0.054310345,1.143375681,0.188622754,1.143375681,0.9,1.143375681,XLV,226192,0.063492063,-0.044776119,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11987,6.05,0.126629423,0.504166667,1.222222222,0.764854614,1.222222222,1,1.222222222,XLK,226209,0.011570248,0.040849673,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,11986,29.35,-0.117293233,0.640829708,1,0.640829708,1,0.859443581,1,XLY,226210,-0.008517888,0.027491409,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,11923,22.4,0.092682927,0.845602114,1.724403387,1,1.611510791,1,1.498327759,XLV,226228,-0.00446433,0.047085249,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11914,1.59,-0.317596567,0.388753056,9.352941176,0.388753056,9.352941176,0.4140625,1,XLI,226234,-0.025157233,-0.122580645,0.005852902,0.005043589,10.84,0.009310987
2/14/2017,11904,4.15,-0.10944206,0.562330623,1.456140351,0.89055794,1.328425096,0.89055794,1.055979644,XLV,226244,-0.012048193,0.002439024,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11880,6.73,0.092532468,0.616865261,1.550691244,0.807923169,1.158347676,0.86503856,1.132996633,XLB,226249,-0.007429421,0.010479042,0.005852902,0.001336388,10.84,0.009310987
2/14/2017,11869,4.5,0.153846154,0.172018349,1.267605634,0.46875,1.267605634,0.714285714,1.267605634,XLF,226253,-0.011111111,0.134831461,0.005852902,0.002862945,10.84,0.009310987
2/14/2017,11853,2.36,-0.109433962,0.404109589,1.151219512,0.621052632,1.151219512,0.874074074,1.151219512,XLY,226255,0.008474576,-0.008403361,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,11836,8.7,0.094339623,,,1,1.312217195,1,1.108280255,XLK,226264,0.063218391,-0.017297297,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,11743,65.93,0.280194175,1,1.811263637,1,1.646192301,1,1.506971429,XLV,226296,-0.000454998,0.00151742,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11643,1.11,0.088235294,0.770833333,1.37037037,0.973684211,1.321428571,1,1.180851064,XLP,226340,-0.054054054,0.028571429,0.005852902,0.006883702,10.84,0.009310987
2/14/2017,11604,15.53,0.149518875,0.932732733,3.474272931,0.932732733,1.797453704,0.932732733,1.387846291,XLV,226351,-0.00128783,-0.027079304,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11601,0.088,-0.12,0.200913242,1.466666667,0.391111111,1.466666667,0.88,1.173333333,XLV,226355,0.045454545,0,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11593,74.150002,-0.113568437,0.824805343,1.699518687,0.824805343,1,0.852298874,1,XLY,226362,0.028995293,0.012450812,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,11536,1.27,0.395604396,0.907142857,2.015873016,1,2.015873016,1,1.814285714,XLV,226372,-0.078740157,-0.042735043,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11535,14.45,-0.079617834,0.7225,1.730538922,0.7225,1,0.891975254,1,XLY,226379,-0.010380623,-0.013986014,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,11530,1.02,0.378378378,0.333333333,2.170212766,0.971428571,2.170212766,1,1.606299213,XLV,226381,-0.068627451,-0.052631579,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11497,0.73,0.140625,0.613445378,1.351851852,1,1.351851852,1,1.237288136,XLV,226398,-0.01369863,0.166666667,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11471,4.15,0.097883598,0.83,1.844444444,0.83,1.360655738,0.83,1.136986301,,226418,0,0,0.005852902,,10.84,0.009310987
2/14/2017,11437,9.61,-0.079501916,0.780032468,2.20412844,0.780032468,1.021253985,0.91873805,1.021253985,XLK,226432,-0.006243496,0.005235602,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,11416,2.95,-0.07523511,,,0.690866511,1.003401361,0.762273902,1.003401361,XLY,226439,-0.006779661,0.037542662,0.005852902,0.006846101,10.84,0.009310987
2/14/2017,11385,5.18,0.079166667,,,0.835483871,1.298245614,0.998073218,1.298245614,XLV,226456,-0.007722008,-0.019455253,0.005852902,0.013065672,10.84,0.009310987
2/14/2017,11378,3.95,0.082191781,0.675213675,2.46875,0.963414634,2.323529412,0.963414634,1.215384615,XLK,226458,0.164556962,-0.043478261,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,11213,37.43,0.096367929,1,1.752340742,1,1.277910506,1,1.187123337,XLF,226481,0.005343334,-0.007440951,0.005852902,0.002862945,10.84,0.009310987
2/14/2017,11094,4.47,0.128787879,0.680365297,1.25915493,0.923553719,1.25915493,0.975982533,1.25915493,XLI,226501,0,-0.015659955,0.005852902,0.005043589,10.84,0.009310987
2/14/2017,10942,26.690001,0.093404383,0.827340442,1.57929,1,1.46086486,1,1.211529723,XLF,226512,0.035593779,0.031114364,0.005852902,0.002862945,10.84,0.009310987
2/14/2017,10828,2.04,0.152542373,0.971428571,2.103092784,0.971428571,1.533834586,1,1.324675325,XLI,226525,-0.019607843,-0.045,0.005852902,0.005043589,10.84,0.009310987
2/14/2017,10539,7.09,0.090769231,0.945333333,6.564814815,0.945333333,1.141706924,0.951677852,1.125396825,XLE,226563,-0.007052186,-0.005681818,0.005852902,-0.000953145,10.84,0.009310987
2/14/2017,10498,3.13,-0.079411765,0.4890625,1.094405594,0.810880829,1.094405594,0.810880829,1,XLK,226567,0.006389776,0.028571429,0.005852902,0.004063448,10.84,0.009310987
2/14/2017,10479,13.1,0.100840336,0.681227249,1.923641703,0.713896458,1.169642857,1,1.154185022,XLY,226571,0.007633588,-0.068181818,0.005852902,0.006846101,10.84,0.009310987
