,dayreturn,yrHi,yrLo,qHi,qLo,mHi,mLo,price,Gap,VWkAvg,VixDelta,5DayFear,3MoFear,JSpread,Beta,MarketCapitalization,PriceToBook,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SectorBeat
10,0.08246445497630317,0.9292107404393817,3.2535612535612537,1.0,1.369304556354916,1.0,1.1883454734651406,11.42,0.12259194395796857,15.269999833333332,0.03205924981869601,0.0209346702495794,-0.043566291385670364,3.96,2.0157,519.6096,0.6809,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
12,0.15461346633416473,0.6148738379814077,1.9702127659574467,0.9747368421052631,1.9702127659574467,0.9747368421052631,1.4651898734177213,4.63,0.01943844492440605,15.269999833333332,0.03205924981869601,0.0209346702495794,-0.043566291385670364,3.96,1.5359,405.2377,1.9459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
13,0.0880258252427184,0.8616093798052279,1.3373109785202861,0.9830408771929823,1.2261122538293214,0.9830408771929823,1.0880258252427184,16.809998999999998,0.002974539141852528,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,0.8503,571.5325,1.4188,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14,0.24330900243308995,0.9004405286343613,2.6894736842105265,0.9004405286343613,1.7090301003344481,0.9004405286343613,1.3019108280254779,10.22,0.017612524461839474,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,0.7869,40.6688,0.7442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
15,0.08361204013377921,1.0,3.446808510638298,1.0,1.628140703517588,1.0,1.628140703517588,3.24,-0.012345679012345734,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,1.3768,108.0605,5.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16,0.09782608695652173,0.8112449799196787,2.02000202000202,0.8112449799196787,1.5538461538461539,0.8112449799196787,1.3224222585924712,8.08,0.003712871287128605,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,0.3069,265.3261,0.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
17,0.09187279151943462,0.8465753424657534,2.7837837837837833,0.8465753424657534,1.5,0.8465753424657534,1.3672566371681416,3.09,-0.016181229773462702,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,1.5584,79.4902,0.3015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18,0.10776799191641162,0.8126003210272873,2.7439024390243905,0.9467041115803699,1.8359020852221215,0.9467041115803699,1.1237513873473919,20.25,-0.0009876543209876854,15.524999833333332,-0.08024696969696976,0.013215215354051013,-0.034969109486620464,3.9,1.0105,1003.6637,3.662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
19,0.07662835249042144,1.0,1.869179600886918,1.0,1.7599164926931106,1.0,1.3980099502487562,8.43,-0.011862396204033177,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.2736,54.4267,2.3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20,0.0769230769230771,0.7291666666666667,3.3333333333333335,0.9929078014184397,1.516245487364621,0.9976247030878861,1.2765957446808511,4.2,-0.00952380952380949,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.9532,2135.3584,2.0895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
21,0.10683457218829395,1.0,3.5572254335260114,1.0,1.5747184455108267,1.0,1.286909242994563,30.77,-0.004549918752031257,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.3456,1767.9724,5.0279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22,0.1918552036199095,1.0,1.7942779291553135,1.0,1.2861328125,1.0,1.2016423357664232,13.17,-0.0015186028853454436,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.266,409.8911,1.239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,0.08023483365949113,0.9726872246696034,2.9052631578947365,0.9726872246696034,1.5164835164835164,0.9726872246696034,1.4063694267515923,11.04,0.009963768115942129,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,0.8107,43.9318,0.8039,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
24,0.08672086720867211,0.9828431372549019,2.6733333333333333,0.9828431372549019,1.6434426229508197,0.9828431372549019,1.2977346278317152,4.01,0.0024937655860348684,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.4781,400.3945,19.0508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
25,0.0983606557377048,0.5454545454545454,1.721627408993576,1.0,1.5285171102661597,1.0,1.1635311143270621,8.04,-0.003731343283582045,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,0.9613,344.8209,2.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26,0.10569105691056913,1.0,2.5069124423963136,1.0,1.6047197640117994,1.0,1.142857142857143,5.44,0.0,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.8639,292.6067,7.2074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
27,0.1059027777777779,0.8786206896551725,3.388297872340426,0.8786206896551725,1.6396396396396398,0.8786206896551725,1.1224669603524229,12.74,0.003924646781789498,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,0.9293,386.7801,-21.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
28,0.08583051846723944,0.8714370546318291,1.8263845675171126,0.8714370546318291,1.107965269913175,0.8920972102068565,1.107965269913175,29.35,0.00034074957410568096,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.6374,4506.6776,4.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,0.07563025210084029,0.6779661016949153,2.0447284345047927,0.6779661016949153,1.2144212523719167,0.6779661016949153,1.090289608177172,6.4,-0.018750000000000044,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.4286,13489.4356,-3383.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30,0.09824828636709815,0.9730094466936572,1.7714987714987713,0.9730094466936572,1.2272340425531916,1.0,1.177142857142857,14.42,0.07558945908460468,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.492,1024.8559,7.5738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
31,0.09670940217419743,0.9793286239002307,1.2822950102988475,0.9793286239002307,1.1241298583023798,1.0,1.113539268779519,114.650002,-0.004797243701748943,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.0076,4856.7728,9.3823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
32,0.09468822170900704,0.6732954545454546,1.3021978021978022,0.6732954545454546,1.1258907363420427,0.9404761904761905,1.1258907363420427,4.74,0.012658227848101111,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.9746,288.1908,3.6489999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
33,0.08344923504867863,0.9570024570024569,2.291176470588235,0.9570024570024569,1.458801498127341,1.0,1.2021604938271604,7.79,0.0,15.578333166666667,-0.01406649616368294,-0.006325861440374836,-0.03992811215538994,3.87,1.0238,451.582,0.4596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,0.07722517452006983,0.767485313489917,2.1525720139494333,0.846707853223594,1.138837684501845,0.846707853223594,1.138837684501845,24.690001000000002,-0.007290441179002016,15.6316665,0.0027548209366392573,-0.014454266134478533,-0.04161700227017606,3.74,0.7568,269.442,2.3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
35,0.07506053268765145,0.8146788990825689,3.041095890410959,0.8146788990825689,2.466666666666667,0.8146788990825689,1.1355498721227621,4.44,-0.0045045045045045695,15.6316665,0.0027548209366392573,-0.014454266134478533,-0.04161700227017606,3.74,0.8153,56.4029,3.3373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
36,0.09698996655518388,0.8888888888888888,2.411764705882353,0.8888888888888888,1.8850574712643677,0.8888888888888888,1.2014652014652014,3.28,-0.0030487804878047697,15.6316665,0.0027548209366392573,-0.014454266134478533,-0.04161700227017606,3.74,1.0962,147.2841,1.3385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
37,0.205698415467366,1.0,2.659003908045977,1.0,1.4540121935889379,1.0,1.3158892561285833,69.400002,0.011095042907923736,15.6316665,0.0027548209366392573,-0.014454266134478533,-0.04161700227017606,3.74,1.7419,6905.7817,1.5336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
38,0.07678748547866343,1.0,2.593693147362038,1.0,1.567815191795631,1.0,1.1622282924518559,42.77,-0.029693710544774432,15.639999833333334,0.030423280423280463,-0.012903635689934023,-0.03459319500032709,3.79,-0.7242,768.4028,7.2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
39,0.0882016036655211,1.0,2.461139896373057,1.0,2.442159383033419,1.0,1.3748191027496381,9.5,0.004210526315789442,15.639999833333334,0.030423280423280463,-0.012903635689934023,-0.03459319500032709,3.79,1.3716,454.765,3.2196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
40,0.07747196738022422,0.901877133105802,4.536480686695279,0.9026473099914603,1.5363372093023258,0.9026473099914603,1.1114616193480547,10.57,0.0018921475875117721,15.639999833333334,0.030423280423280463,-0.012903635689934023,-0.03459319500032709,3.79,1.0859999999999999,272.8408,4.0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
41,0.14423076923076916,0.9780821917808219,3.216216216216216,0.9780821917808219,1.733009708737864,0.9780821917808219,1.4223107569721116,3.57,0.008403361344537785,15.436666666666667,-0.038567493112947604,-0.02461858883677026,-0.05896690609555311,3.76,1.5698,91.8382,0.3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
43,0.13304093567251463,0.5480905233380481,1.220472440944882,0.8115183246073298,1.220472440944882,1.0,1.220472440944882,7.75,0.012903225806451646,15.436666666666667,-0.038567493112947604,-0.02461858883677026,-0.05896690609555311,3.76,1.9054,1517.76,0.5920000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44,0.18213338666666679,0.6394057510628659,2.0594658782686617,0.6394057510628659,1.2658481258445442,1.0,1.2329300384964517,88.660004,0.0,14.981666666666667,-0.020000000000000018,-0.030442237659325633,-0.06653527501816037,3.75,1.124,5230.94,6.0923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
45,0.08165137614678897,0.5403299725022914,1.2636655948553053,0.6593960100333339,1.2636655948553053,1.0,1.2410526315789472,11.79,0.0025445292620867033,14.981666666666667,-0.020000000000000018,-0.030442237659325633,-0.06653527501816037,3.75,1.9828,241.2251,1.8852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46,0.1104206500956022,1.0,1.8870836718115354,1.0,1.3537296037296038,1.0,1.1906714505381855,23.23,0.0034437795953508044,14.711666666666666,-0.06163021868787277,-0.019085284176858397,-0.06280807456897408,3.73,1.2475,1263.5726,27.3085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
47,0.11421052631578954,0.7793115855213847,1.2261801687280676,0.9404709018214127,1.2261801687280676,1.0,1.1606359649122808,42.34,-0.00425129900803034,14.780000000000001,-0.027104136947218138,-0.00671114818743368,-0.046374198171247216,3.75,1.3118,2294.4353,19.6318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48,0.1165981481481484,0.9661721661721069,1.3377157764995893,1.0,1.173756380677722,1.0,1.1578948079658606,16.280001000000002,0.0024569408810231064,14.780000000000001,-0.027104136947218138,-0.00671114818743368,-0.046374198171247216,3.75,1.8044,2000.4337,2.9544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
49,0.28114285714285714,1.0,2.1640926640926645,1.0,1.3788437884378844,1.0,1.2811428571428571,11.21,0.0,14.696666666666665,0.0046885465505692725,-0.007662369331787655,-0.038368783162424425,3.77,0.2275,65.5329,1.3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
50,0.10381679389312981,0.8225255972696247,3.8052631578947373,1.0,1.466531440162272,1.0,1.1852459016393444,7.23,0.0027662517289073207,14.696666666666665,0.0046885465505692725,-0.007662369331787655,-0.038368783162424425,3.77,0.8484,156.4564,1.7969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
51,0.08870356330553442,0.7281947630930408,1.2719220549158547,0.7281947630930408,1.0887035633055344,0.8210405946255003,1.0887035633055344,14.36,-0.0013927576601671099,14.696666666666665,0.0046885465505692725,-0.007662369331787655,-0.038368783162424425,3.77,1.2213,751.8465,2.7863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
52,0.14468718369679023,0.8469473054627071,1.5468432050327496,1.0,1.4819511707317072,1.0,1.3672367401996732,30.379998999999998,-0.012179032658954259,14.696666666666665,0.0046885465505692725,-0.007662369331787655,-0.038368783162424425,3.77,1.0135,549.9489,1.7712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
53,0.13035921205098489,0.49242807906178904,1.2367670756503035,0.49242807906178904,1.2367670756503035,1.0,1.2367670756503035,39.02,0.009994874423372435,14.696666666666665,0.0046885465505692725,-0.007662369331787655,-0.038368783162424425,3.77,1.4459,1409.6977,2.3922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54,0.08813278392002233,0.7053307692307692,1.3649193212365591,0.7969393408487474,1.2007093289559958,1.0,1.0942887956435559,40.619999,0.0024618907548472624,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,0.8170000000000001,4683.486,2.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,0.14393553586338026,0.8327806679455991,2.49220306209243,0.8327806679455991,1.1631600105862117,0.8327806679455991,1.1439355358633803,87.900002,-0.0032992149419974748,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,1.0539,1235.21,4.0286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56,0.07515501641736577,0.8749999703087885,1.8338518357187303,0.8749999703087885,1.1124952434881088,0.9876005026809651,1.1124952434881088,29.469998999999998,-0.0033932135525350793,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,1.6348,4525.1036,4.5636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
57,0.08007224322479689,0.8026845681726047,3.6389453346855984,0.8026845681726047,1.2514824206487618,0.8026845681726047,1.080072243224797,35.880001,0.015607524648619808,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,0.7624,1488.9325,6.1077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
58,0.1272527640298895,0.9319771961648096,2.1963358778625954,1.0,1.3113947606707297,1.0,1.148124464545109,71.93,0.00875848741832308,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,0.22899999999999998,2814.2443,5.1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
59,0.07861635220125796,0.4245049504950495,1.715,0.4245049504950495,1.078616352201258,0.5559157212317667,1.078616352201258,3.43,0.058309037900874605,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,0.7847,143.968,13.5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
60,0.10583941605839398,0.46831530139103555,1.4292452830188678,0.6392405063291139,1.118081180811808,0.6392405063291139,1.118081180811808,3.03,0.0033003300330034513,14.678333333333335,-0.032147742818057434,0.00038558804478217024,-0.05003996132355548,3.73,2.3015,408.5574,0.9283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
61,0.079155672823219,0.5809659090909091,1.1236263736263736,0.5809659090909091,1.079155672823219,0.83640081799591,1.079155672823219,4.09,-0.017114914425427896,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.9827,284.5634,2.6374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
62,0.09949670925280674,0.5634920411312682,2.5199645075421473,0.5634920411312682,1.3283443090900051,0.6425339221146171,1.0994967092528067,28.4,-0.0066901760563380375,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.4969999999999999,791.2919,9.9128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
63,0.09583333333333321,1.0,4.4576271186440675,1.0,1.793181818181818,1.0,1.2064220183486238,7.89,0.013941698352344822,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,0.3459,300.1083,-14.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
64,0.08746350542716219,0.719768436103864,3.068555853224674,0.719768436103864,1.099394121499918,0.8257287006697505,1.0874635054271622,67.139999,-0.005063985776943447,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.5502,5068.0483,5.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
65,0.13184079601990062,1.0,1.7913385826771653,1.0,1.276297335203366,1.0,1.1417816813048933,9.1,0.00219780219780219,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,2.3019,891.5269999999998,70.7896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
66,0.1072614951314903,0.8701976625637199,2.7085912538699692,0.8701976625637199,1.2536270014821063,0.8701976625637199,1.1118347400820534,69.989998,0.022860380707540484,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.0542,2365.8147,66.2489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
67,0.0762052877138415,0.8564356435643564,2.3066666666666666,0.8564356435643564,1.138157894736842,0.9971181556195965,1.138157894736842,6.92,-0.0014450867052022698,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.071,12050.4107,23.7973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
68,0.08424408398197092,0.8452253816116435,2.8756037439613524,0.8452253816116435,2.280651245210728,0.8452253816116435,1.8514773716951787,23.809998999999998,0.001680008470391181,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.535,864.3649,9.8438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
69,0.08333333333333348,0.6614246068455134,1.2722419928825623,0.6614246068455134,1.0833333333333335,0.7944444444444445,1.0833333333333335,7.15,0.005594405594405494,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.3105,315.2092,4.8193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
70,0.09852774631936567,1.0,2.255813953488372,1.0,1.3360881542699723,1.0,1.2881806108897742,9.7,0.01030927835051565,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.6896,231.6069,1.8455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
73,0.10810810810810789,0.7268331990330378,1.5288135593220338,0.774914089347079,1.307246376811594,0.7789291882556131,1.108108108108108,9.02,0.005543237250554389,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.1951,390.981,4.2366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
74,0.10186625194401255,0.956140350877193,1.7407862407862407,0.956140350877193,1.2059574468085106,0.9785911602209945,1.1018662519440126,14.17,0.02117148906139743,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.4873,1009.7927,8.2936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
75,0.08044164037854884,0.85625,1.9855072463768113,0.85625,1.1048387096774193,0.85625,1.0804416403785488,6.85,-0.0014598540145984717,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.2631,377.9922,1.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
76,0.1545770889224689,1.0,2.9952293135435997,1.0,1.6993985263157896,1.0,1.251494997181783,113.010002,0.0023006370710443313,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.7891,1374.8272,3.7648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
77,0.08004778972520898,0.7577535306892903,2.4733242134062925,0.7577535306892903,1.3645283018867924,0.7577535306892903,1.080047789725209,18.08,-0.025442422566371525,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,1.9286,1226.2272,5.6398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
78,0.08930003663314401,0.9562146892655367,2.1577689243027884,0.9562146892655367,1.4267650158061116,0.9800941360873737,1.1523404255319147,27.08,0.005169830132939479,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,0.8114,1128.6495,6.9849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
79,0.09163625775121753,1.0,1.5230470033224888,1.0,1.2703359275732873,1.0,1.1942172151417156,62.779999,0.003822889516134076,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,0.6475,1518.146,2.6534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
80,0.10537190082644621,0.6885456885456885,2.675,0.6885456885456885,1.1053719008264462,0.7675753228120517,1.1053719008264462,5.35,-0.0018691588785045843,14.491666666666667,-0.03678001387925045,-0.01046754610896583,-0.05993611382156294,3.77,2.0964,377.0252,4.9921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0803989976291668,0.7945619335347431,2.832307692307692,0.7945619335347431,1.2355704697986576,1.0,1.2355704697986576,18.41,0.004888647474198704,14.159999999999998,-0.032420749279538974,-0.012459110393390316,-0.061610401680270654,3.73,0.3127,670.1602,4.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
82,0.08554572271386429,0.8982912937347437,3.1452991452991452,0.912396694214876,1.2792584009269987,0.912396694214876,1.1476091476091477,11.04,0.005434782608695787,14.159999999999998,-0.032420749279538974,-0.012459110393390316,-0.061610401680270654,3.73,2.0517,530.5427,0.6806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
83,0.19034852546916903,0.7803163444639719,2.018181818181818,0.7803163444639719,1.341389728096677,0.8792079207920793,1.2197802197802199,4.44,-0.031531531531531654,14.159999999999998,-0.032420749279538974,-0.012459110393390316,-0.061610401680270654,3.73,1.3691,342.0507,-3.0581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
84,0.07881040892193303,0.7911668484187568,4.064425770308123,0.7911668484187568,1.1076335877862595,0.7911668484187568,1.1076335877862595,14.51,0.008270158511371584,14.159999999999998,-0.032420749279538974,-0.012459110393390316,-0.061610401680270654,3.73,2.1734,1046.1877,1.2337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
