,stockid,price,dayreturn,yrHi,yrLo,qHi,qLo,mHi,mLo,sector,USID,Gap,DayDelta,MktDelta,SectorDelta,VixOpen,VixDelta,3MoMom,3MoFear,5DayMom,5DayFear,JSpread,5DayJunk,3MoJunk,VWkAvg
2017-02-10,12432,22.15,0.147074114,,,1.0,1.714396285,1.0,1.576512456,XLV,226060,0.026185102000000002,-0.041794941,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12418,9.35,0.238410596,,,1.0,1.79462572,1.0,1.568791946,XLV,226064,0.032085561,0.226943005,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12410,4.2,0.076923077,0.552631579,1.153846154,0.831683168,1.083870968,0.893617021,1.083870968,XLV,226073,-0.011904762,-0.024096386,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12390,1.18,0.388235294,0.531531532,1.388235294,0.7564102559999999,1.388235294,0.936507937,1.388235294,XLE,226079,0.101694915,-0.153846154,0.002812583,0.003965555,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12380,8.07,0.078877005,1.0,1.9214285709999999,1.0,1.3608768969999998,1.0,1.274881517,XLB,226080,0.037174721,-0.002389486,0.002812583,0.0043977059999999995,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12316,0.4,-0.25925925899999996,,,0.40404040399999996,1.338240214,0.666666667,1.338240214,XLV,226094,0.3,-0.230961538,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12308,8.45,0.176880223,0.592982456,2.026378897,0.734782609,1.61259542,1.0,1.312111801,XLV,226100,0.017751479,0.044186047,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12288,3.9,-0.123595506,0.28953229399999997,1.012987013,0.78,1.0,0.8297872340000001,1.0,XLY,226112,0.0,-0.012820513,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12277,0.66,-0.083333333,0.317307692,1.015384615,0.519685039,1.015384615,0.776470588,1.015384615,XLV,226116,0.045454545,-0.028985507,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12267,5.55,0.088235294,0.48135299200000004,1.11,0.634285714,1.11,0.9098360659999999,1.11,XLV,226119,0.009009009,-0.053571429000000004,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12225,20.74,-0.100607073,0.8993929270000001,2.896648045,0.8993929270000001,1.194012597,0.8993929270000001,1.021171887,XLK,226130,0.046287416,-0.06958525,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12198,0.81,0.08,0.7105263159999999,1.2272727270000001,0.84375,1.2272727270000001,0.947368421,1.157142857,XLK,226138,-0.030864198,-0.050955414000000004,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12174,7.41,0.148837209,1.0,1.816176471,1.0,1.6651685390000002,1.0,1.332733813,XLP,226145,0.009446694,-0.013368983999999999,0.002812583,-0.001489795,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12104,10.87,1.853018373,1.0,77.64285714,1.0,57.21052632,1.0,57.21052632,XLY,226163,0.41674333,-0.363636364,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12079,0.91,-0.116504854,0.39055794,1.784313725,0.8834951459999999,1.784313725,0.8834951459999999,1.784313725,XLV,226175,0.063736264,-0.070247934,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12064,1.26,-0.2125,0.6847826090000001,1.518072289,0.736842105,1.0,0.7875,1.0,XLK,226180,0.0,0.023809524,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12034,0.66,0.134020619,0.056896552,1.197822142,0.19760479,1.197822142,0.942857143,1.197822142,XLV,226191,0.0,0.051515152,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,12030,11.96,0.272340426,0.711058264,1.6338797809999999,1.0,1.513924051,1.0,1.418742586,XLU,226194,-0.001672241,0.013400335,0.002812583,0.004054267,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11923,21.5,0.091370503,0.811627029,1.655119323,1.0,1.54676259,1.0,1.43812709,XLV,226227,0.0,-0.046511628,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11706,13.93,0.20397579899999999,1.0,1.95371669,1.0,1.365686275,1.0,1.2922077920000001,XLB,226312,0.015793252,0.112367491,0.002812583,0.0043977059999999995,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11705,1.545,-0.11714285699999999,0.38528678299999997,1.0,0.6058823529999999,1.0,0.7536585370000001,1.0,XLV,226314,0.067961165,0.03030303,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11693,27.049999,0.127083292,0.477409089,1.246543675,1.0,1.246543675,1.0,1.246543675,XLK,226322,-0.0018483920000000001,-0.018518519,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11687,59.830002,0.12272473,0.9460784329999999,1.150798225,0.9460784329999999,1.150798225,1.0,1.150798225,XLY,226323,-0.008858481999999999,-0.020741973,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11609,45.490002000000004,-0.10611116300000001,0.813920251,1.5208960880000002,0.813920251,1.0,0.816989978,1.0,,226348,-0.004836271,-0.021868809,0.002812583,,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11604,14.85,-0.090630741,0.8918918920000001,3.3221476510000003,0.8918918920000001,1.71875,0.8918918920000001,1.363636364,XLV,226349,-0.01010101,-0.08095238099999999,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11601,0.08800000000000001,-0.12,0.200913242,1.466666667,0.391111111,1.466666667,0.88,1.313432836,XLV,226353,0.045454545,0.086956522,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11536,0.9,0.084337349,0.642857143,1.428571429,0.947368421,1.428571429,0.957446809,1.285714286,XLV,226371,-0.033333333,0.045977011,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11484,9.5,0.19949494899999998,0.826086957,1.25,0.881261596,1.25,0.908134978,1.199494949,XLY,226405,0.0,0.0,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11458,14.54,-0.146713665,,,0.7176702859999999,1.050578035,0.8256671879999999,1.050578035,XLK,226421,-0.00343879,-0.011042098,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11441,22.52,0.117617866,,,,,,,,226429,-0.0008880989999999999,0.029777777999999998,0.002812583,,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11416,2.94,-0.106382979,,,0.662162162,1.0,0.757731959,1.0,XLY,226437,0.013605441999999999,0.070469799,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11384,3.0,0.111111111,0.480769231,1.111111111,0.8219178079999999,1.111111111,0.9523809520000001,1.111111111,XLV,226457,0.0,0.0,0.002812583,0.005143932,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11343,35.830002,-0.136418407,0.835198143,2.302699357,0.835198143,1.018766109,0.835198143,1.0,XLY,226470,-0.002511861,-0.005595999,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11153,19.4,0.08077988400000001,0.894009175,3.24958124,0.894009175,1.179331235,0.960395992,1.179331235,XLI,226485,-0.033505155,-0.021333333,0.002812583,0.006000908,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11117,27.780001000000002,0.19329896100000002,0.8156194999999999,1.463645996,1.0,1.327281462,1.0,1.232475589,XLY,226494,0.00071987,-0.029136656,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11052,3.1,4.081967213,1.0,5.254237288000001,1.0,5.254237288000001,1.0,5.254237288000001,XLK,226504,-0.009677419,0.016286645,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,11031,13.2,0.211009174,0.9442060090000001,1.788617886,1.0,1.294117647,1.0,1.294117647,XLY,226505,0.003787879,-0.01509434,0.002812583,-0.001163715,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10800,7.08,-0.101522843,0.882793017,2.082352941,0.882793017,1.233449477,0.882793017,1.052005944,XLK,226528,0.0028248590000000003,0.029577465,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10752,7.45,-0.091463415,0.82594235,2.271341463,0.8514285709999999,1.392523364,0.8514285709999999,1.1203007520000001,XLK,226530,-0.006711409000000001,0.013513513999999999,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10544,21.950001,-0.096707741,0.9032922590000001,2.570257728,0.9032922590000001,1.26149431,0.9032922590000001,1.020930279,XLE,226561,-0.009111662,-0.02528731,0.002812583,0.003965555,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10500,30.08,0.14285714300000002,,,1.0,1.4433781190000001,1.0,1.2424618440000001,XLF,226566,-0.001994681,0.024983343999999998,0.002812583,0.005014584,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10443,98.290001,0.08993126,0.917312171,1.335280528,0.92135359,1.225561156,1.0,1.1926950159999998,XLK,226575,-0.0035608809999999997,-0.00520729,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10358,13.11,0.087064677,0.946570397,2.2220338980000003,0.946570397,1.448618785,0.946570397,1.1612046059999999,XLE,226585,0.014492753999999998,-0.067669173,0.002812583,0.003965555,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10248,34.0,0.076971809,1.0,1.398026316,1.0,1.257861589,1.0,1.131824197,XLF,226606,0.01,0.004368142,0.002812583,0.005014584,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10207,2.33,0.12019230800000001,0.550827423,3.065789474,0.7740863790000001,2.741176471,0.7740863790000001,1.28021978,XLE,226614,-0.038626609,-0.013392857,0.002812583,0.003965555,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-10,10003,9.52,0.106976744,0.883936862,1.724637681,1.0,1.246073298,1.0,1.233160622,XLK,226633,0.00210084,0.025157232999999998,0.002812583,0.002723186,11.36,0.047004607999999996,-0.038899085822715174,-0.1556455682193718,-0.007162877608221652,0.005508469577805708,3.9,0.010362694300518172,-0.2367906066536204,11.135
2017-02-13,12752,55.93,0.132186189,1.0,2.833333333,1.0,1.631563642,1.0,1.371169371,XLV,225956,0.001430324,-0.007141529000000001,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12743,4.82,0.196029777,0.6575716229999999,13.77142857,0.6575716229999999,1.1960297770000001,0.9836734690000001,1.1960297770000001,XLV,225964,0.012448133,0.19262295100000001,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12741,15.5,-0.184210526,0.815789474,1550.0,0.815789474,83.78378378,0.815789474,83.78378378,XLP,225967,-0.032258065,0.0,0.004926642,0.0026172929999999997,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12731,324.0,0.090909091,0.716814159,32.23880597,0.716814159,10.28571429,0.716814159,1.4816170219999998,XLF,225973,-0.012345678999999998,-0.006875038000000001,0.004926642,0.012484351999999999,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12543,5.57,-0.088379705,0.398711525,1.0,0.566632757,1.0,0.646922184,1.0,XLY,226023,0.008976661,0.019572954,0.004926642,0.006177864,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12530,1.3,-0.08450704199999999,0.498084291,2.363636364,0.634146341,1.0,0.634146341,1.0,XLK,226026,0.007692308,0.007633588,0.004926642,0.004466867,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12521,12.3,-0.151724138,0.7036613270000001,53.47826087,0.7036613270000001,2.617021277,0.848275862,1.3621262459999999,XLV,226031,,,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12484,52.990002000000004,0.117461076,0.951688254,1.965504598,0.951688254,1.151706244,0.957189325,1.151706244,XLV,226038,0.000188677,0.025094377,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12463,0.69,0.112903226,0.31797235,2.464285714,0.7840909090000001,2.464285714,0.7840909090000001,1.38,XLE,226046,0.0,0.072463768,0.004926642,0.00040753800000000004,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12455,2.75,0.160337553,0.703324808,1.8333333330000001,1.0,1.8333333330000001,1.0,1.375,XLI,226052,-0.018181818,0.037037037,0.004926642,0.001838,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12446,1.34,-0.088435374,0.6943005179999999,1.4725274730000002,0.6943005179999999,1.4725274730000002,0.911564626,1.072,XLE,226057,-0.014925373,0.015151515,0.004926642,0.00040753800000000004,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12422,4.28,0.103092784,0.823076923,10.43899893,1.0,1.562043796,1.0,1.4607508530000002,XLK,226062,0.002336449,-0.067599068,0.004926642,0.004466867,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12418,11.84,0.26631016,,,1.0,2.272552783,1.0,1.986577181,XLV,226065,0.030405405,-0.007377049,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12367,2.5,-0.077490775,,,0.3125,1.0,0.5170630820000001,1.0,XLV,226083,0.0,0.0,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12283,3.05,-0.08900836300000001,0.554545455,1.12962963,0.59223301,1.051724138,0.8243243240000001,1.051724138,XLV,226114,0.0,0.0,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12229,10.03,-0.075576037,0.879824561,2.4285714290000002,0.879824561,1.223170732,0.879824561,1.0,XLB,226129,-0.027916251,-0.025641026,0.004926642,0.0015255720000000002,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12215,26.040001,0.081619934,,,0.997319035,1.880144477,0.997319035,1.122897795,XLV,226131,0.008064476999999999,-0.028952381,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12198,0.745,-0.080246914,0.653508772,1.128787879,0.776041667,1.128787879,0.8713450290000001,1.0642857140000002,XLK,226139,0.073825503,-0.025,0.004926642,0.004466867,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12180,0.56,0.076923077,0.25925925899999996,1.333333333,0.708860759,1.191489362,0.7887323940000001,1.0980392159999999,XLV,226143,0.0,-0.035714286,0.004926642,0.009000305,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12104,9.8,-0.098436063,0.901563937,70.0,0.901563937,51.57894737,0.901563937,51.57894737,XLY,226164,-0.043877550999999994,-0.137673426,0.004926642,0.006177864,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12091,2.5,-0.090909091,0.8503401359999999,1.269035533,0.8771929820000001,1.219512195,0.905797101,1.086956522,XLF,226173,-0.04,0.041666667000000004,0.004926642,0.012484351999999999,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12054,11.06,0.088582677,0.620650954,1.091806515,0.906557377,1.091806515,1.0,1.091806515,XLU,226183,-0.002712477,-0.001813237,0.004926642,-0.005863344,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,12040,11.3,-0.07755102,0.567553993,1.291428571,0.70846395,1.291428571,0.92244898,1.036697248,XLK,226189,-0.004424779,0.031111111,0.004926642,0.004466867,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,11972,17.75,-0.07792207799999999,0.857487881,4.622395833,0.857487881,2.7519379839999996,0.857487881,1.0,XLF,226214,-0.016901351999999998,0.022922577000000003,0.004926642,0.012484351999999999,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
2017-02-13,11914,2.33,-0.117424242,0.569682152,13.70588235,0.569682152,13.70588235,0.603626943,1.0,XLI,226233,-0.266094421,-0.070175439,0.004926642,0.001838,11.17,0.009033424,-0.005254202084709725,-0.11841419411375798,-0.004434102277516061,-0.010144801183772922,3.86,-0.01278772378516635,-0.21862348178137658,11.151666666666666
