symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
HTGC,"Hercules Capital, Inc.",14.45,1118025645.65,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/htgc,763
CMP,"Compass Minerals International, Inc.",82,2770504890,n/a,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp,764
CSC,Computer Sciences Corporation,69.95,9850019952.35,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/csc,765
CRK,"Comstock Resources, Inc.",12.46,167656265.14,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crk,766
CAG,"ConAgra Brands, Inc.",39.37,17134312581.7,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,767
CXO,Concho Resources Inc.,142.7,20841454868,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo,768
CCM,Concord Medical Services Holdings Limited,4.57,202594498,n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm,769
CNDT,Conduent Incorporated,14.94,3029764919.4,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt,770
CNNX,Cone Midstream Partners LP,24.07,1404324145.66,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx,771
COP,ConocoPhillips,50.43,62484152235.87,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,772
CNX,CONSOL Energy Inc.,17.16,3937196714.88,n/a,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx,773
ED,Consolidated Edison Inc,74.2,22610782206.6,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,774
STZ,Constellation Brands Inc,149.07,29226615752.25,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,775
STZ.B,Constellation Brands Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b,776
CSTM,Constellium N.V.,7.5,791427547.5,n/a,2013,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm,777
TCS,Container Store (The),4.65,225935515.95,n/a,2013,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs,778
CBPX,"Continental Building Products, Inc.",23.4,935820732.6,n/a,2014,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx,779
CLR,"Continental Resources, Inc.",47.96,17962467145.04,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr,780
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",14.51,1468233048.17,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs,781
CVG,Convergys Corporation,25.16,2399508923.24,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg,782
COO,"Cooper Companies, Inc. (The)",188.1,9176759083.8,n/a,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,783
CTB,Cooper Tire & Rubber Company,36,1924883172,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb,784
CPS,Cooper-Standard Holdings Inc.,106.71,1883879468.58,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps,785
CPA,"Copa Holdings, S.A.",96.17,4043894163.95,n/a,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa,786
CLB,Core Laboratories N.V.,120,5198652840,n/a,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb,787
CXW,"CoreCivic, Inc.",29.49,3466613168.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw,788
CLGX,"CoreLogic, Inc.",36.34,3138574417.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx,789
CORR,"CorEnergy Infrastructure Trust, Inc.",35.74,424462142.86,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr,790
CORR^A,"CorEnergy Infrastructure Trust, Inc.",25.3369,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a,791
COR,CoreSite Realty Corporation,87.25,2957352273.75,n/a,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor,792
COR^A,CoreSite Realty Corporation,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a,793
GLW,Corning Incorporated,26.73,25426249061.4,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,794
GYC,Corporate Asset Backed Corp CABCO,21.46,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc,795
OFC,Corporate Office Properties Trust,32.01,3033321728.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc,796
OFC^L,Corporate Office Properties Trust,25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l,797
CZZ,Cosan Limited,8.77,2321339043.91,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz,798
CMRE,Costamare Inc.,5.36,415171921.28,n/a,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre,799
CMRE^B,Costamare Inc.,21.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b,800
CMRE^C,Costamare Inc.,22.254,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c,801
CMRE^D,Costamare Inc.,22.53,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d,802
COTV,"Cotiviti Holdings, Inc.",35.03,3158671283.86,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv,803
COT,Cott Corporation,10.7,1480693210.1,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot,804
COTY,Coty Inc.,19.4,14478665928.4,n/a,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,805
CFC^B,Countrywide Financial Corporation,25.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b,806
CUZ,Cousins Properties Incorporated,8.73,3434237675.64,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz,807
CVA,Covanta Holding Corporation,15.8,2060561582,n/a,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva,808
CPF,CPB Inc.,31.89,983187770.22,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf,809
CPL,CPFL Energia S.A.,16.31,8301094753.63,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl,810
CR,Crane Company,75.36,4420356176.16,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr,811
CRD.A,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a,812
CRD.B,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b,813
BAP,Credicorp Ltd.,163.96,15474924695.32,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap,814
CS,Credit Suisse Group,15.2,31742160000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs,815
CPG,Crescent Point Energy Corporation,11.34,6143360993.28,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg,816
HTGX,"Hercules Capital, Inc.",25.515,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/htgx,817
CEQP,Crestwood Equity Partners LP,27.8,1919949009.2,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp,818
CRH,CRH PLC,35.57,29306523269.21,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh,819
CRT,Cross Timbers Royalty Trust,17.99,107940000,n/a,1992,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt,820
CAPL,CrossAmerica Partners LP,25.92,868669297.92,n/a,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl,821
CCI,Crown Castle International Corporation,88.74,32000075453.88,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,822
CCK,"Crown Holdings, Inc.",53.08,7420436278.36,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck,823
CRY,"CryoLife, Inc.",18.95,622477540.05,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry,824
CSRA,CSRA Inc.,32.36,5288470861.2,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra,825
CSS,"CSS Industries, Inc.",25.07,227579994.74,n/a,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css,826
CST,"CST Brands, Inc.",48.15,3644563925.7,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst,827
CTS,CTS Corporation,21.45,702703951.95,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts,828
CUBE,CubeSmart,25.42,4576569010.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube,829
CUB,Cubic Corporation,48.2,1305541681.4,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub,830
CFR,"Cullen/Frost Bankers, Inc.",89.76,5651276495.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr,831
CFR^A,"Cullen/Frost Bankers, Inc.",25.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a,832
CFI,"Culp, Inc.",32.15,395822955.4,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi,833
CMI,Cummins Inc.,146.86,24712883535.76,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,834
CW,Curtiss-Wright Corporation,98.68,4364435716.92,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw,835
SRF,Cushing Energy Income Fund (The),10.01,24774639.89,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/srf,836
SZC,Cushing Renaissance Fund (The),18.68,113092231.84,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/szc,837
CUBI,"Customers Bancorp, Inc",34.28,1027001958.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi,838
CUBI^C,"Customers Bancorp, Inc",26.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c,839
CUBI^D,"Customers Bancorp, Inc",26.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d,840
CUBI^E,"Customers Bancorp, Inc",26.24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^e,841
CUBI^F,"Customers Bancorp, Inc",25.0993,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^f,842
CUBS,"Customers Bancorp, Inc",26.785,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs,843
CVI,CVR Energy Inc.,21.87,1898995063.5,n/a,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi,844
UAN,"CVR Partners, LP",6.33,717081219.09,n/a,2011,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan,845
CVRR,"CVR Refining, LP",11.15,1645740000,n/a,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr,846
CVS,CVS Health Corporation,75.46,80473500070.04,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,847
CELP,"Cypress Energy Partners, L.P.",13,154158524,n/a,2014,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/celp,848
CYS,"CYS Investments, Inc.",7.76,1175128771.2,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys,849
CYS^A,"CYS Investments, Inc.",23.6799,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^a,850
CYS^B,"CYS Investments, Inc.",23.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cys^b,851
DHI,"D.R. Horton, Inc.",29.89,11155717189.26,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,852
CB,D/B/A Chubb Limited New,131.28,61089723480.72,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb,853
DAN,Dana Incorporated,20.07,2886529436.37,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,854
DHR,Danaher Corporation,83.69,57888550255.42,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,855
DAC,Danaos Corporation,2.5,274498380,n/a,2006,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dac,856
DQ,DAQO New Energy Corp.,24.51,255724178.13,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq,857
DRI,"Darden Restaurants, Inc.",71.82,8917535327.4,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,858
DAR,Darling Ingredients Inc.,12.33,2029574200.14,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar,859
DVA,DaVita Inc.,65.32,12894168000,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,860
DCP,DCP Midstream LP,39.84,4571633944.32,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dcp,861
DCT,DCT Industrial Trust Inc,46.18,4203636834.88,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct,862
DDR,DDR Corp.,15.08,5523301112.16,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr,863
DDR^J,DDR Corp.,25.19,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^j,864
DDR^K,DDR Corp.,25.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddr^k,865
DF,Dean Foods Company,20.22,1829838522.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df,866
DECK,Deckers Outdoor Corporation,46.62,1495795147.56,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck,867
DE,Deere & Company,107.99,34219075529.68,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,868
DEX,Delaware Enhanced Global Dividend,10.57,167678421.12,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/dex,869
DDF,"Delaware Investments Dividend & Income Fund, Inc.",10.16,82222837.84,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/ddf,870
DKL,"Delek Logistics Partners, L.P.",34.75,844598298.25,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl,871
DK,"Delek US Holdings, Inc.",22.27,1379736380.18,n/a,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk,872
HTGY.CL,"Hercules Capital, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htgy.cl,873
DVMT,Dell Technologies Inc.,64.35,13907456941.95,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dvmt,874
DLPH,Delphi Automotive plc,73.74,19971717265.8,n/a,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph,875
DAL,"Delta Air Lines, Inc.",47.81,35206550116.5,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,876
DEL,Deltic Timber Corporation,75.23,914596612.97,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del,877
DLX,Deluxe Corporation,73.47,3570369352.83,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx,878
DNR,Denbury Resources Inc.,3.54,1410354896.52,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr,879
DKT,Deutsch Bk Contingent Cap Tr V,25.95,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dkt,880
DB,Deutsche Bank AG,20.2,27853780000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db,881
DTK,Deutsche Bank AG,25.62,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dtk,882
DXB,Deutsche Bank AG,24.73,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dxb,883
DVN,Devon Energy Corporation,46.79,24499244000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,884
DV,DeVry Education Group Inc.,33.15,2075952450,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dv,885
DHX,"DHI Group, Inc.",5.65,281257779.7,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dhx,886
DHT,"DHT Holdings, Inc.",4.91,458427364.42,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht,887
DEO,Diageo plc,111.89,77046917935.01,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo,888
DO,"Diamond Offshore Drilling, Inc.",17.06,2340114450.78,n/a,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do,889
DRH,Diamondrock Hospitality Company,11.33,2269576269.18,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh,890
DSX,Diana Shipping inc.,4.27,352471492.59,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx,891
DSX^B,Diana Shipping inc.,18.989,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dsx^b,892
DSXN,Diana Shipping inc.,23.6,0,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsxn,893
DKS,Dick&#39;s Sporting Goods Inc,51.72,5826101391.84,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks,894
DBD,"Diebold, Incorporated",26.45,1987458633.85,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd,895
DLR,"Digital Realty Trust, Inc.",107.75,17125257887,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,896
DLR^F,"Digital Realty Trust, Inc.",25.3506,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^f,897
DLR^G,"Digital Realty Trust, Inc.",24.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^g,898
DLR^H,"Digital Realty Trust, Inc.",27.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h,899
DLR^I,"Digital Realty Trust, Inc.",25.9856,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i,900
DGI,"DigitalGlobe, Inc",29.55,1838500411.8,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi,901
DDS,"Dillard&#39;s, Inc.",57.19,1909995475.92,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds,902
DDT,"Dillard&#39;s, Inc.",25.96,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt,903
DIN,"DineEquity, Inc",67.62,1223517226.68,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din,904
DPLO,"Diplomat Pharmacy, Inc.",15.26,1018315044.74,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo,905
DFS,Discover Financial Services,69.36,27355490988.24,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,906
DFS^B,Discover Financial Services,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b,907
DRA,Diversified Real Asset Income Fund,16.8,299634636,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra,908
DNI,Dividend and Income Fund,12.22,129009656.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni,909
DLB,Dolby Laboratories,48.22,4886696002.48,n/a,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb,910
DG,Dollar General Corporation,73.14,20205967976.4,n/a,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg,911
DDC,Dominion Diamond Corporation,10.07,831315265.57,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc,912
DM,"Dominion Midstream Partners, LP",33.05,3080926288,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm,913
D,"Dominion Resources, Inc.",71.7,44938007910.3,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d,914
DCUC,"Dominion Resources, Inc.",49.6399,31111830109.7141,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc,915
DCUD,"Dominion Resources, Inc.",48.55,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcud,916
DRUA,"Dominion Resources, Inc.",23.02,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/drua,917
DPZ,Domino&#39;s Pizza Inc,175.89,8476734663.54,n/a,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz,918
UFS,Domtar Corporation,43.51,2828198035.04,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs,919
DCI,"Donaldson Company, Inc.",42.42,5601841693.14,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci,920
DFIN,"Donnelley Financial Solutions, Inc.",24.49,798374000,n/a,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dfin,921
LPG,Dorian LPG Ltd.,10.8,593538548.4,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg,922
DSL,DoubleLine Income Solutions Fund,20.25,2052334300.5,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl,923
DBL,DoubleLine Opportunistic Credit Fund,23.21,344710301.21,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl,924
PLOW,"Douglas Dynamics, Inc.",34.1,767305924,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow,925
DEI,"Douglas Emmett, Inc.",37.95,5750449270.5,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei,926
DOV,Dover Corporation,78.84,12247544392.56,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov,927
DDE,Dover Downs Gaming & Entertainment Inc,1.04,34335199.6,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde,928
DVD,"Dover Motorsports, Inc.",2.3003,84656411.2005,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd,929
DOW,Dow Chemical Company (The),60.21,73346908674.51,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow,930
DPS,"Dr Pepper Snapple Group, Inc",91.72,16850353099.4,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,931
RDY,Dr. Reddy&#39;s Laboratories Ltd,46.65,7721981450.85,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy,932
DRD,DRDGOLD Limited,5.78,249366401.28,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd,933
DHF,Dreyfus High Yield Strategies Fund,3.42,248660292.96,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf,934
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.82,235656996.42,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb,935
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.37,411409245.69,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm,936
LEO,"Dreyfus Strategic Municipals, Inc.",8.7,539128995,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo,937
DRQ,"Dril-Quip, Inc.",63,2367627633,n/a,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq,938
DS,Drive Shack Inc.,4.22,281618053.92,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ds,939
DS^B,Drive Shack Inc.,25.2052,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^b,940
DS^C,Drive Shack Inc.,24.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^c,941
DS^D,Drive Shack Inc.,24.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^d,942
DST,"DST Systems, Inc.",116.41,3723540316.3,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst,943
DSW,DSW Inc.,20.5,1640731071,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw,944
DTE,DTE Energy Company,99.01,17765850142.07,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte,945
DTJ,DTE Energy Company,23.71,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtj,946
DTQ,DTE Energy Company,24.94,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq,947
DTV,DTE Energy Company,52.3518,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtv,948
DTY,DTE Energy Company,25.8,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dty,949
DCO,Ducommun Incorporated,30.02,335433243.18,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco,950
DPG,Duff & Phelps Global Utility Income Fund Inc.,16.63,630772673.78,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg,951
DSE,Duff & Phelps Select Energy MLP Fund Inc.,8.33,216657960.47,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse,952
DNP,"Duff & Phelps Utilities Income, Inc.",10.59,3003907180.71,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp,953
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.99,127699959.9,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf,954
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.38,257900126.54,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc,955
DUK,Duke Energy Corporation,77.65,53496297535.8,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk,956
DUKH,Duke Energy Corporation,25.16,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh,957
DRE,Duke Realty Corporation,24.97,8856696595.12,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre,958
