symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
JIVE,"Jive Software, Inc.",3.85,300713316.75,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,1628
WYIG,JM Global Holding Company,9.92,65100000,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,1629
WYIGU,JM Global Holding Company,10.28,67462500,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,1630
WYIGW,JM Global Holding Company,0.4201,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,1631
JMU,JMU Limited,2.83,33314958.1,11772070,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu,1632
JBSS,"John B. Sanfilippo & Son, Inc.",64.07,718360464.33,n/a,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,1633
JOUT,Johnson Outdoors Inc.,33.85,338162650.9,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,1634
JNCE,"Jounce Therapeutics, Inc.",17.05,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jnce,1635
JNP,"Juniper Pharmaceuticals, Inc.",5,54218760,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,1636
JUNO,"Juno Therapeutics, Inc.",21.27,2251885550.07,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,1637
KTWO,"K2M Group Holdings, Inc.",20.9,881930822.3,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,1638
KALU,Kaiser Aluminum Corporation,79.39,1421799717.67,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,1639
KALV,"KalVista Pharmaceuticals, Inc.",7.31,72553548.26,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv,1640
KMDA,Kamada Ltd.,6.6,240366647.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,1641
KNDI,"Kandi Technologies Group, Inc.",4.25,202723461.5,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,1642
KPTI,Karyopharm Therapeutics Inc.,10.78,444603981.36,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,1643
KBSF,KBS Fashion Group Limited,0.2,5303707.4,n/a,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,1644
KCAP,"KCAP Financial, Inc.",4,148713176,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap,1645
KRNY,Kearny Financial,15.25,1349947964.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,1646
KELYA,"Kelly Services, Inc.",22.42,857349342.02,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,1647
KELYB,"Kelly Services, Inc.",23,879528763,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,1648
KMPH,"KemPharm, Inc.",3.8,55658531.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph,1649
KFFB,Kentucky First Federal Bancorp,9.55,80597368.25,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb,1650
KERX,"Keryx Biopharmaceuticals, Inc.",5.45,577483983.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx,1651
KEQU,Kewaunee Scientific Corporation,24.65,66833766.85,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ,1652
KTEC,"Key Technology, Inc.",13.33,84977590.29,n/a,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec,1653
KTCC,Key Tronic Corporation,7.6,81762608.8,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc,1654
KFRC,"Kforce, Inc.",22.95,622381669.65,n/a,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc,1655
KE,"Kimball Electronics, Inc.",16.9,464467837.6,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke,1656
KBAL,"Kimball International, Inc.",17,633986440,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal,1657
KIN,"Kindred Biosciences, Inc.",6.3,125472627,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin,1658
KGJI,Kingold Jewelry Inc.,1.33,87805093.11,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji,1659
KINS,"Kingstone Companies, Inc",11.9,94169055.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins,1660
KONE,Kingtone Wirelessinfo Solution Holding Ltd,4.13,2950368.75,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone,1661
KNSL,"Kinsale Capital Group, Inc.",28.16,590478789.12,n/a,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl,1662
KIRK,"Kirkland&#39;s, Inc.",11.6,184438144,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk,1663
KITE,"Kite Pharma, Inc.",52.87,2636929580.75,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite,1664
KTOV,Kitov Pharmaceuticals Holdings Ltd.,2.88,12118296.96,4207742,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov,1665
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.99,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw,1666
KLAC,KLA-Tencor Corporation,87.59,13691957735.88,n/a,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,1667
KLRE,KLR Energy Acquisition Corp.,10.41,106511476.5,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klre,1668
KLREU,KLR Energy Acquisition Corp.,12.11,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klreu,1669
KLREW,KLR Energy Acquisition Corp.,1.66,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klrew,1670
KLXI,KLX Inc.,50.13,2632262835.42,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi,1671
KONA,"Kona Grill, Inc.",8.75,92244932.5,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona,1672
KZ,KongZhong Corporation,6.91,243261519.52,35204272,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz,1673
KOPN,Kopin Corporation,3.32,221674746.64,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn,1674
KRNT,Kornit Digital Ltd.,17.2,533025815.6,n/a,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt,1675
KOSS,Koss Corporation,2.1923,16185106.3638,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss,1676
KWEB,KraneShares CSI China Internet ETF,38.22,129948000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb,1677
KTOS,"Kratos Defense & Security Solutions, Inc.",8.57,633704647.81,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos,1678
KLIC,"Kulicke and Soffa Industries, Inc.",19.4,1375106764.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic,1679
KURA,"Kura Oncology, Inc.",6.05,129274869.35,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura,1680
KVHI,"KVH Industries, Inc.",10,165560980,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi,1681
FSTR,L.B. Foster Company,14.6,151744355.4,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr,1682
LJPC,La Jolla Pharmaceutical Company,19.49,355770635.41,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc,1683
LSBK,"Lake Shore Bancorp, Inc.",15.85,96649432.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk,1684
LBAI,"Lakeland Bancorp, Inc.",19.05,898822262.55,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai,1685
LKFN,Lakeland Financial Corporation,44.67,1120372156.29,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn,1686
LAKE,"Lakeland Industries, Inc.",10.95,79515768.3,n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake,1687
LRCX,Lam Research Corporation,117.65,19156944676.35,n/a,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx,1688
LAMR,Lamar Advertising Company,75.08,7306958058.76,n/a,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr,1689
LANC,Lancaster Colony Corporation,133.68,3665986714.32,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc,1690
LCA,"Landcadia Holdings, Inc.",9.9005,309390625,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca,1691
LCAHU,"Landcadia Holdings, Inc.",10.57,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu,1692
LCAHW,"Landcadia Holdings, Inc.",0.63,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw,1693
LNDC,Landec Corporation,12.3,335431233.6,n/a,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc,1694
LARK,Landmark Bancorp Inc.,29.2,112652840.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark,1695
LMRK,Landmark Infrastructure Partners LP,15.8,355869040.6,n/a,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk,1696
LMRKO,Landmark Infrastructure Partners LP,25.2299,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko,1697
LMRKP,Landmark Infrastructure Partners LP,25.21,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp,1698
LE,"Lands&#39; End, Inc.",15.65,501259468.35,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le,1699
LSTR,"Landstar System, Inc.",85,3550898715,n/a,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr,1700
LNTH,"Lantheus Holdings, Inc.",8.9,317950648.8,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth,1701
LTRX,"Lantronix, Inc.",2.09,36060439.91,n/a,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx,1702
LSCC,Lattice Semiconductor Corporation,7.35,890475049.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc,1703
LAUR,"Laureate Education, Inc.",13.27,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/laur,1704
LAWS,"Lawson Products, Inc.",26.15,230074838.95,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,1705
LAYN,Layne Christensen Company,10.38,205570979.88,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,1706
LCNB,LCNB Corporation,22.1,220631637.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,1707
LBIX,Leading Brands Inc,1.75,4904221,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,1708
LPTX,"LEAP THERAPEUTICS, INC.",6.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lptx,1709
LGCY,Legacy Reserves LP,2.43,176284226.07,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,1710
LGCYO,Legacy Reserves LP,11.26,78820000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,1711
LGCYP,Legacy Reserves LP,10.95,21900000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,1712
LTXB,"LegacyTexas Financial Group, Inc.",41.91,2002173135.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,1713
DDBI,Legg Mason Developed EX-US Diversified Core ETF,25.1493,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi,1714
EDBI,Legg Mason Emerging Markets Diversified Core ETF,27.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi,1715
INFR,Legg Mason Global Infrastructure ETF,25.86,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr,1716
LVHD,Legg Mason Low Volatility High Dividend ETF,28.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd,1717
UDBI,Legg Mason US Diversified Core ETF,27.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi,1718
LMAT,"LeMaitre Vascular, Inc.",23.02,427798339.36,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,1719
TREE,"LendingTree, Inc.",114.6,1351088847.6,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,1720
LXRX,"Lexicon Pharmaceuticals, Inc.",14.38,1496042655.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,1721
LGIH,"LGI Homes, Inc.",31.34,666993988.76,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,1722
LHCG,LHC Group,49.76,904480752.64,n/a,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,1723
LLIT,Lianluo Smart Limited,1.61,10983241.29,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit,1724
LMIA,"LMI Aerospace, Inc.",8.97,122284789.77,n/a,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia,1725
LBRDA,Liberty Broadband Corporation,84.57,15364997105.46,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,1726
LBRDK,Liberty Broadband Corporation,86.08,15639339610.24,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,1727
LEXEA,"Liberty Expedia Holdings, Inc.",44.24,2519180440,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea,1728
LEXEB,"Liberty Expedia Holdings, Inc.",41,2334683500,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb,1729
LBTYA,Liberty Global plc,36.52,33099336524.32,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,1730
LBTYB,Liberty Global plc,39.4128,35721181012.2048,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,1731
LBTYK,Liberty Global plc,35.34,32029861795.44,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,1732
LILA,Liberty Global plc,23.54,4099418026,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,1733
LILAK,Liberty Global plc,22.76,3963583444,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,1734
LVNTA,Liberty Interactive Corporation,43.65,3727710000,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,1735
LVNTB,Liberty Interactive Corporation,38.6086,3297174440,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,1736
QVCA,Liberty Interactive Corporation,18.75,8755291781.25,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,1737
QVCB,Liberty Interactive Corporation,19.31,9016783162.45,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,1738
BATRA,Liberty Media Corporation,19.76,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra,1739
BATRK,Liberty Media Corporation,19.78,977798091.5,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk,1740
FWONA,Liberty Media Corporation,30.45,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona,1741
FWONK,Liberty Media Corporation,30.41,2547071596.18,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk,1742
LSXMA,Liberty Media Corporation,36.74,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma,1743
LSXMB,Liberty Media Corporation,37.24,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb,1744
LSXMK,Liberty Media Corporation,36.38,12187625055.3,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk,1745
TAX,"Liberty Tax, Inc.",13.35,169689593.85,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,1746
LTRPA,"Liberty TripAdvisor Holdings, Inc.",17.85,1338008421.75,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,1747
LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.5,1311772962.5,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,1748
LPNT,"LifePoint Health, Inc.",60.65,2435456244.75,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,1749
LCUT,"Lifetime Brands, Inc.",14.7,212136096.9,n/a,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,1750
LFVN,Lifevantage Corporation,7.45,104668208.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,1751
LWAY,"Lifeway Foods, Inc.",10.8,174318836.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,1752
LGND,Ligand Pharmaceuticals Incorporated,107.56,2248024328.84,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,1753
LTBR,Lightbridge Corporation,0.98,5434247,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,1754
LPTH,"LightPath Technologies, Inc.",1.76,41629734.08,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,1755
LMB,"Limbach Holdings, Inc.",14.0311,104594708.6701,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb,1756
LLNW,"Limelight Networks, Inc.",2.23,234732451.47,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,1757
LMNR,Limoneira Co,17.19,244405494.72,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,1758
LINC,Lincoln Educational Services Corporation,1.98,49218626.16,n/a,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,1759
LECO,"Lincoln Electric Holdings, Inc.",83.15,5490346023.55,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,1760
LIND,Lindblad Expeditions Holdings Inc. ,9.1,418313168,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,1761
LINDW,Lindblad Expeditions Holdings Inc. ,2.15,0,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw,1762
LLTC,Linear Technology Corporation,63.3,15214652538,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc,1763
LBIO,"Lion Biotechnologies, Inc.",7.3,453234829.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lbio,1764
LIOX,"Lionbridge Technologies, Inc.",5.73,349929329.43,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox,1765
LPCN,Lipocine Inc.,3.69,67382695.17,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,1766
LQDT,"Liquidity Services, Inc.",9.8,306627799.8,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,1767
LFUS,"Littelfuse, Inc.",163.62,3686707110.6,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,1768
LIVN,LivaNova PLC,48.7,2375326380.3,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,1769
LOB,"Live Oak Bancshares, Inc.",20.65,706921258.75,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,1770
LIVE,Live Ventures Incorporated,20.8,41600000,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live,1771
LPSN,"LivePerson, Inc.",7,405795950,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,1772
LKQ,LKQ Corporation,31.96,9828038712.08,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,1773
LMFA,"LM Funding America, Inc.",4.12,13596000,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa,1774
LMFAW,"LM Funding America, Inc.",0.12,0,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw,1775
MRDNW,"Meridian Waste Solutions, Inc",0.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrdnw,1776
LOGI,Logitech International S.A.,29.1,4708612800,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,1777
LOGM,"LogMein, Inc.",101.8,2601198384.6,n/a,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,1778
EVAR,"Lombard Medical, Inc.",0.65,12926074.85,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar,1779
CNCR,Loncar Cancer Immunotherapy ETF,22.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,1780
LONE,Lonestar Resources US Inc.,6.92,151025643.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone,1781
LTEA,Long Island Iced Tea Corp.,4.01,30938377.06,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea,1782
LORL,"Loral Space and Communications, Inc.",40.05,1238856677.55,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,1783
LOXO,"Loxo Oncology, Inc.",39.91,1042790470.41,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,1784
LPLA,LPL Financial Holdings Inc.,40.06,3571553306,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,1785
LRAD,LRAD Corporation,1.55,49290159.65,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,1786
LYTS,LSI Industries Inc.,9.99,249892377.48,n/a,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,1787
LULU,lululemon athletica inc.,66.39,9100751756.01,n/a,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,1788
LITE,Lumentum Holdings Inc.,38.85,2336140360.05,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,1789
LMNX,Luminex Corporation,20.07,874742079.06,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,1790
LMOS,Lumos Networks Corp.,15.24,359302171.92,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos,1791
LUNA,Luna Innovations Incorporated,2.02,55635650.02,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,1792
MBTF,M B T Financial Corp,11.6,263752250.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,1793
MACQ,"M I Acquisitions, Inc.",9.95,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq,1794
MACQU,"M I Acquisitions, Inc.",10.18,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu,1795
MACQW,"M I Acquisitions, Inc.",0.32,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw,1796
MIII,M III Acquisition Corp.,9.77,187681700,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii,1797
MIIIU,M III Acquisition Corp.,10.02,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu,1798
MIIIW,M III Acquisition Corp.,0.3,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw,1799
MBVX,"MabVax Therapeutics Holdings, Inc.",3.1,19517941,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx,1800
MCBC,Macatawa Bank Corporation,10.02,339885814.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,1801
MFNC,Mackinac Financial Corporation,13.19,82613863.49,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,1802
MTSI,"MACOM Technology Solutions Holdings, Inc.",47.71,2566630394.77,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,1803
MGNX,"MacroGenics, Inc.",19,661878756,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,1804
MDGL,"Madrigal Pharmaceuticals, Inc.",15.85,183386861.65,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl,1805
MAGS,Magal Security Systems Ltd.,6.71,110408769.02,n/a,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,1806
MGLN,"Magellan Health, Inc.",76.6,1780295453,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,1807
MPET,Magellan Petroleum Corporation,12.65,74377066.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet,1808
MGIC,Magic Software Enterprises Ltd.,7.25,321488345,n/a,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,1809
CALL,magicJack VocalTec Ltd,7.65,121609716.75,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,1810
MNGA,MagneGas Corporation,0.4708,24547184.3232,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,1811
MGYR,"Magyar Bancorp, Inc.",12.9,75087623.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,1812
MHLD,"Maiden Holdings, Ltd.",17.95,1546066904.95,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,1813
MSFG,"MainSource Financial Group, Inc.",32.98,793808680.08,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,1814
MMYT,MakeMyTrip Limited,34.5,1778032123.5,n/a,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,1815
